#RPLIDAR SCAN DATA
#COUNT=465
#Angule	Distance	Quality
164.3390 816.0 188
165.1245 795.0 188
165.7782 786.0 188
166.4374 787.0 188
167.0746 783.0 188
167.7338 780.0 188
168.3875 778.0 188
169.0466 777.0 188
169.8267 779.0 188
170.3540 774.0 188
171.1395 770.0 188
171.6669 775.0 188
172.3096 764.0 188
172.9688 765.0 188
173.6224 764.0 188
174.2761 763.0 188
175.0616 764.0 188
175.5890 763.0 188
176.3745 765.0 188
176.9019 774.0 188
177.5116 787.0 188
179.0112 1919.0 188
179.6375 1912.0 188
180.1208 1919.0 188
180.8734 1922.0 188
181.4996 1927.0 188
182.1204 1937.0 188
182.6202 1929.0 188
183.2465 1939.0 188
183.8562 1939.0 188
184.4824 1940.0 188
185.2295 1952.0 188
185.8557 1951.0 188
186.3556 1946.0 188
186.9818 1962.0 188
187.6080 1962.0 188
188.2178 1973.0 188
188.8385 1971.0 188
189.5911 1981.0 188
190.0909 1989.0 188
190.7172 1990.0 188
191.3434 1993.0 188
191.9531 2000.0 188
192.5739 2006.0 188
193.2001 2008.0 188
193.8263 2022.0 188
194.4525 2020.0 188
195.0732 2022.0 188
195.6995 2026.0 188
196.3257 2037.0 188
196.9684 2042.0 188
197.6056 2055.0 188
198.2483 2061.0 188
198.8855 2068.0 188
199.5282 2082.0 188
200.1709 2089.0 188
200.8081 2098.0 188
201.4343 2113.0 188
202.0770 2137.0 188
202.7142 2150.0 188
203.3569 2161.0 188
203.9996 2176.0 188
204.6368 2175.0 188
205.2795 2192.0 188
205.9167 2215.0 188
206.5430 2221.0 188
207.0593 2242.0 188
207.8229 2258.0 188
208.3392 2268.0 188
209.1083 2295.0 188
209.7455 2305.0 188
210.2618 2334.0 188
210.9045 2343.0 188
211.6516 2346.0 188
212.1680 2367.0 188
212.8107 2391.0 188
213.4479 2420.0 188
214.0906 2440.0 188
214.7333 2416.0 188
215.3705 2372.0 188
216.0132 2352.0 188
216.7767 2330.0 188
217.2931 2284.0 188
218.0621 2258.0 188
218.6993 2232.0 188
219.3420 2194.0 188
219.9792 2169.0 188
220.6219 2155.0 188
221.2646 2125.0 188
221.9019 2099.0 188
222.5446 2079.0 188
223.1873 2056.0 188
223.8245 2033.0 188
224.4672 2021.0 188
225.1044 2000.0 188
225.7471 1985.0 188
226.3898 1949.0 188
227.1533 1931.0 188
227.6697 1913.0 188
228.4332 1914.0 188
229.0759 1799.0 188
232.4817 486.0 188
232.9980 502.0 188
233.6353 484.0 188
234.5306 489.0 188
236.0577 424.0 188
237.4640 414.0 188
238.4802 403.0 188
239.7656 391.0 188
240.3864 391.0 188
241.0291 393.0 188
242.1826 403.0 188
242.8253 402.0 188
243.4680 402.0 188
243.9679 403.0 188
244.6051 404.0 188
245.1215 405.0 188
246.1377 407.0 188
255.3387 491.0 188
257.5140 486.0 188
257.2778 691.0 188
257.7942 689.0 188
258.3105 707.0 188
259.0576 683.0 188
260.2332 1094.0 188
260.8594 1093.0 188
261.4966 1096.0 188
263.5126 538.0 188
264.0289 547.0 188
266.0889 937.0 188
266.7151 942.0 188
267.3578 964.0 188
267.9950 972.0 188
268.7640 975.0 188
269.2804 981.0 188
271.6864 749.0 188
272.4500 716.0 188
272.9498 728.0 188
274.2188 589.0 188
274.8560 566.0 188
275.4987 541.0 188
276.3885 520.0 188
277.1356 500.0 188
277.6520 481.0 188
278.5419 466.0 188
279.3109 450.0 188
279.9481 437.0 188
280.7172 422.0 188
281.4972 409.0 188
282.2772 397.0 188
283.1836 387.0 188
283.8428 376.0 188
284.7491 366.0 188
285.7764 357.0 188
286.5619 350.0 188
286.9684 342.0 188
287.7484 338.0 188
288.1384 341.0 188
289.1711 343.0 188
289.8248 345.0 188
290.4840 347.0 188
290.8905 349.0 188
291.2915 352.0 188
291.8243 356.0 188
292.6044 358.0 188
293.3899 360.0 188
293.6700 362.0 188
294.8236 368.0 188
294.8401 370.0 188
295.4993 374.0 188
296.2793 378.0 188
296.9330 380.0 188
297.7185 383.0 188
298.1250 388.0 188
298.9050 392.0 188
299.3115 396.0 188
300.2179 398.0 188
300.4980 403.0 188
301.5308 406.0 188
301.7780 411.0 188
302.5305 414.0 188
302.9205 420.0 188
303.6676 425.0 188
304.2938 429.0 188
305.0574 434.0 188
305.4364 441.0 188
305.9528 441.0 188
306.4526 449.0 188
307.3260 456.0 188
308.3423 467.0 188
309.2157 473.0 188
309.6057 479.0 188
310.6219 480.0 188
311.7480 459.0 188
312.3743 445.0 188
312.8906 444.0 188
317.9333 485.0 188
318.3124 489.0 188
319.1858 487.0 188
319.5758 482.0 188
320.3229 479.0 188
320.9656 475.0 188
321.8555 471.0 188
322.1356 467.0 188
323.0420 463.0 188
323.7012 458.0 188
324.3549 456.0 188
324.8877 453.0 188
325.7941 450.0 188
326.5741 447.0 188
327.1069 444.0 188
327.6398 441.0 188
328.5461 437.0 188
329.0735 436.0 188
329.8590 433.0 188
330.5127 430.0 188
331.1719 428.0 188
331.9519 423.0 188
332.4683 421.0 188
333.1219 420.0 188
334.0283 419.0 188
334.3085 416.0 188
335.2148 414.0 188
335.9949 412.0 188
336.2805 409.0 188
337.3077 408.0 188
337.8406 407.0 188
338.4998 406.0 188
339.2798 404.0 188
339.9335 403.0 188
340.3400 400.0 188
341.1200 399.0 188
341.9055 398.0 188
342.6855 399.0 188
347.5415 164.0 188
346.7944 300.0 188
347.0416 292.0 188
347.7942 292.0 188
348.1677 293.0 188
348.9203 291.0 188
349.4037 289.0 188
352.5293 388.0 188
353.1390 387.0 188
354.0125 387.0 188
354.6387 387.0 188
