#RPLIDAR SCAN DATA
#COUNT=465
#Angule	Distance	Quality
89.7803 635.0 188
90.6537 635.0 188
91.1700 637.0 188
91.6699 637.0 188
92.4335 639.0 188
93.0597 640.0 188
93.5596 641.0 188
94.2023 643.0 188
94.9493 644.0 188
95.5920 646.0 188
96.2183 647.0 188
96.7181 648.0 188
97.3553 650.0 188
98.1079 653.0 188
98.6243 654.0 188
99.3713 655.0 188
99.9976 658.0 188
100.5139 661.0 188
101.1401 664.0 188
101.7773 668.0 188
104.0131 1126.0 188
104.6228 1129.0 188
105.2325 1132.0 188
105.8588 1135.0 188
106.4685 1141.0 188
107.0892 1145.0 188
107.6990 1149.0 188
108.3087 1154.0 188
108.9349 1159.0 188
109.4183 1185.0 188
110.0281 1161.0 188
110.7806 1160.0 188
111.2640 1171.0 188
111.7639 1276.0 188
112.9834 3305.0 188
113.5931 3291.0 188
116.0596 2941.0 188
116.7957 2811.0 188
117.4054 2735.0 188
118.0261 2666.0 188
118.6359 2619.0 188
119.2456 2537.0 188
119.8718 2520.0 188
120.4816 2538.0 188
121.1078 2554.0 188
121.7450 2567.0 188
122.3877 2560.0 188
123.0304 2469.0 188
123.6676 2449.0 188
124.3103 2394.0 188
124.9530 2365.0 188
125.5902 2336.0 188
126.3593 2305.0 188
126.8701 2260.0 188
127.6392 2236.0 188
128.2764 2194.0 188
128.9191 2163.0 188
129.5618 2141.0 188
130.1990 2127.0 188
130.8417 2090.0 188
131.4844 2067.0 188
132.1216 1884.0 188
132.8906 1642.0 188
133.6542 1662.0 188
134.2969 1578.0 188
135.4504 1662.0 188
136.0931 1682.0 188
136.7303 1666.0 188
137.3730 1703.0 188
138.0103 1741.0 188
138.6530 1760.0 188
139.2957 1786.0 188
139.9329 1811.0 188
140.5756 1834.0 188
141.2183 1858.0 188
141.8719 1889.0 188
142.3718 1930.0 188
143.0145 1967.0 188
143.7781 1781.0 188
144.4208 1749.0 188
145.0580 1740.0 188
145.7007 1727.0 188
146.3434 1720.0 188
147.1069 1707.0 188
147.6068 1687.0 188
148.2495 1682.0 188
148.8867 1673.0 188
149.6558 1662.0 188
150.1666 1658.0 188
150.9357 1652.0 188
151.4520 1641.0 188
152.0892 1632.0 188
152.8418 1626.0 188
153.3582 1617.0 188
154.1217 1610.0 188
154.6381 1608.0 188
155.4016 1603.0 188
156.0443 1604.0 188
156.5607 1640.0 188
157.3242 1693.0 188
157.8241 1767.0 188
158.4668 1828.0 188
158.9832 1899.0 188
159.6204 2003.0 188
160.2631 2000.0 188
160.9058 1996.0 188
161.5430 1994.0 188
162.1857 1987.0 188
162.8119 1989.0 188
163.5590 1985.0 188
164.2017 1973.0 188
164.7015 1974.0 188
165.3278 1959.0 188
166.0913 1963.0 188
168.2172 900.0 188
168.8544 894.0 188
169.3542 889.0 188
170.1068 886.0 188
170.6232 895.0 188
171.2494 894.0 188
171.8701 895.0 188
172.5128 902.0 188
173.1390 917.0 188
173.7653 930.0 188
174.4025 929.0 188
174.9023 935.0 188
175.5286 948.0 188
176.1713 971.0 188
176.7920 974.0 188
177.4182 996.0 188
178.0609 1007.0 188
178.6871 1013.0 188
179.3079 1027.0 188
179.9506 1022.0 188
180.5768 1027.0 188
181.2030 1034.0 188
181.8402 1030.0 188
182.4664 1038.0 188
183.1091 1052.0 188
183.5925 1054.0 188
184.2023 1057.0 188
184.8230 1057.0 188
185.5591 1060.0 188
186.0590 1068.0 188
186.7950 1070.0 188
187.2949 1072.0 188
187.9047 1084.0 188
188.5309 1091.0 188
189.1406 1098.0 188
189.7614 1103.0 188
190.3711 1120.0 188
190.8710 1117.0 188
191.4807 1158.0 188
192.8265 2007.0 188
193.4528 2012.0 188
194.0625 2014.0 188
194.6832 2029.0 188
195.2930 2020.0 188
195.9192 2031.0 188
196.5289 2038.0 188
197.1552 2056.0 188
197.7649 2058.0 188
198.3856 2063.0 188
198.9954 2067.0 188
199.6216 2079.0 188
200.2313 2090.0 188
200.8575 2104.0 188
201.4673 2115.0 188
202.0935 2134.0 188
202.7142 2145.0 188
203.3569 2161.0 188
203.9996 2168.0 188
204.6204 2180.0 188
205.2631 2189.0 188
205.9058 2202.0 188
206.5430 2233.0 188
207.1692 2239.0 188
207.8119 2256.0 188
208.4491 2270.0 188
208.9490 2287.0 188
209.5917 2312.0 188
210.3552 2337.0 188
210.9979 2347.0 188
211.4978 2349.0 188
212.2614 2359.0 188
212.9041 2387.0 188
213.4039 2424.0 188
214.0466 2442.0 188
214.6838 2414.0 188
215.3265 2384.0 188
215.9528 2360.0 188
216.5900 2332.0 188
217.3590 2290.0 188
217.8589 2260.0 188
218.6224 2240.0 188
219.2651 2199.0 188
219.9023 2170.0 188
220.5286 2149.0 188
221.1713 2122.0 188
221.8085 2095.0 188
222.4512 2078.0 188
223.0884 2056.0 188
223.7311 2035.0 188
224.3738 2027.0 188
225.0275 1998.0 188
225.6702 1986.0 188
226.3074 1942.0 188
226.9501 1928.0 188
227.7301 1915.0 188
228.3728 1925.0 188
229.0155 1851.0 188
232.5586 489.0 188
233.9648 483.0 188
234.4977 486.0 188
236.2775 423.0 188
237.3267 414.0 188
238.3429 404.0 188
240.0128 387.0 188
240.4028 391.0 188
241.1719 394.0 188
241.9684 402.0 188
242.6056 403.0 188
243.3746 403.0 188
244.2810 404.0 188
244.7919 405.0 188
245.3082 405.0 188
246.0938 408.0 188
255.2618 494.0 188
257.4042 484.0 188
257.1515 691.0 188
257.7777 690.0 188
258.2776 709.0 188
259.4202 1097.0 188
260.0464 1095.0 188
260.6671 1093.0 188
261.3098 1110.0 188
263.3093 539.0 188
265.3748 950.0 188
265.8856 949.0 188
266.5448 971.0 188
267.3083 978.0 188
267.8412 978.0 188
268.4839 987.0 188
269.2639 988.0 188
271.5765 747.0 188
272.3566 719.0 188
272.8729 720.0 188
274.0265 587.0 188
274.9219 563.0 188
275.4492 539.0 188
276.4819 517.0 188
277.2455 498.0 188
277.9047 480.0 188
278.7946 463.0 188
279.4482 448.0 188
280.0909 434.0 188
280.9973 420.0 188
281.7609 407.0 188
282.4200 396.0 188
282.9364 386.0 188
283.9636 375.0 188
284.9799 366.0 188
285.5127 357.0 188
286.1554 349.0 188
286.9354 341.0 188
287.8418 339.0 188
288.2318 341.0 188
288.7646 343.0 188
289.4183 345.0 188
290.3247 347.0 188
290.7312 350.0 188
291.5112 352.0 188
291.9177 356.0 188
292.5769 358.0 188
293.1042 360.0 188
293.7634 363.0 188
294.6698 366.0 188
295.2026 368.0 188
295.7300 375.0 188
296.3892 378.0 188
297.0428 381.0 188
297.4493 384.0 188
298.2294 388.0 188
299.0149 393.0 188
299.6686 396.0 188
300.0751 398.0 188
300.8551 402.0 188
301.1353 408.0 188
301.9208 411.0 188
302.7008 415.0 188
302.9810 421.0 188
303.6401 425.0 188
304.5465 429.0 188
305.0739 435.0 188
305.7330 442.0 188
306.3867 443.0 188
306.9196 450.0 188
308.5895 468.0 188
309.0894 474.0 188
309.8584 481.0 188
311.2482 474.0 188
312.0117 457.0 188
312.5281 444.0 188
313.1543 445.0 188
317.9828 485.0 188
318.7463 489.0 188
319.4989 486.0 188
320.1361 481.0 188
320.6525 477.0 188
321.2787 474.0 188
322.0422 471.0 188
322.5586 467.0 188
323.1848 463.0 188
323.9484 459.0 188
324.7009 456.0 188
325.0909 452.0 188
326.1072 449.0 188
326.7334 445.0 188
327.2498 443.0 188
327.7606 441.0 188
328.4033 437.0 188
329.2932 435.0 188
329.9359 432.0 188
330.5896 430.0 188
331.2323 427.0 188
331.7487 423.0 188
332.5287 421.0 188
333.4186 420.0 188
334.0613 418.0 188
334.5886 416.0 188
335.1050 414.0 188
335.9949 411.0 188
336.4014 410.0 188
337.0441 408.0 188
337.6868 407.0 188
338.5931 406.0 188
339.2303 404.0 188
340.1202 402.0 188
340.2631 400.0 188
341.0431 399.0 188
341.9330 398.0 188
342.4493 398.0 188
347.2339 173.0 188
346.7944 294.0 188
347.3108 293.0 188
347.8271 292.0 188
348.2336 291.0 188
348.9972 291.0 188
349.3872 288.0 188
352.0624 391.0 188
352.5623 388.0 188
353.1830 387.0 188
353.8257 387.0 188
354.5728 387.0 188
